batch_size,total_time_s,throughput_tok_s,avg_power_w,total_energy_j,energy_per_request_j,energy_per_1k_tokens_j,avg_gpu_util_pct,avg_memory_util_pct,peak_memory_gb,tokens_generated
2,13.530908823013306,37.8392912624755,137.9774222222222,1866.9599197232985,933.4799598616493,3646.4060932095676,47.18518518518518,8.71111111111111,8.48541259765625,512
2,13.498541355133057,37.93002418037583,137.94168148148148,1862.0114920743695,931.0057460371847,3636.741195457753,48.01481481481481,8.88888888888889,8.48541259765625,512
2,13.481420516967773,37.978193718947836,137.9217259259259,1859.3807856333835,929.6903928166918,3631.6030969402022,47.644444444444446,8.77037037037037,8.48541259765625,512
2,13.680407285690308,37.425786331343474,137.37893430656933,1879.3997737879613,939.6998868939806,3670.702683179612,47.35766423357664,8.802919708029197,8.48541259765625,512
2,13.66383957862854,37.47116592328949,137.36565693430657,1876.9422999632882,938.4711499816441,3665.9029296157973,47.051094890510946,8.744525547445255,8.48541259765625,512
2,13.647142171859741,37.51701224713101,137.06832116788323,1870.5908662362344,935.2954331181172,3653.4977856176456,47.277372262773724,8.773722627737227,8.48541259765625,512
2,13.662367343902588,37.47520375584849,137.36837226277373,1876.777163287974,938.388581643987,3665.580397046824,47.0,8.737226277372264,8.48541259765625,512
4,13.403453826904297,76.3982189385067,148.44043283582093,1989.6144875606142,497.40362189015354,1942.9828980084123,51.66417910447761,10.216417910447761,8.64752197265625,1024
4,13.37338638305664,76.56998539258186,148.96254477611942,1992.1336678944206,498.03341697360514,1945.4430350531452,51.67164179104478,10.208955223880597,8.64752197265625,1024
4,13.394234895706177,76.45080200349975,148.09260447761193,1983.5871306900424,495.8967826725106,1937.0968073144945,51.74626865671642,10.23134328358209,8.64752197265625,1024
4,13.43468976020813,76.22059148942611,147.59382835820898,1982.8772945139465,495.7193236284866,1936.4036079237758,51.43283582089552,10.186567164179104,8.64752197265625,1024
4,13.420656442642212,76.30029159724161,148.3023582089552,1990.3149991560479,497.57874978901197,1943.666991363328,50.97014925373134,10.08955223880597,8.64752197265625,1024
4,13.388162612915039,76.4854767309285,147.77055970149252,1978.3762826850518,494.59407067126295,1932.008088559621,51.76119402985075,10.238805970149254,8.64752197265625,1024
4,13.628337144851685,75.13756000575843,146.09272794117646,1991.0009507934467,497.7502376983617,1944.3368660092253,50.294117647058826,9.977941176470589,8.64752197265625,1024
4,14.464675188064575,70.79315551067101,142.0779103448276,2055.110824536891,513.7777061342227,2006.9441645868076,47.737931034482756,9.337931034482759,8.64752197265625,1024
4,13.6144380569458,75.21426853733244,141.53530147058822,1926.9235947424734,481.73089868561834,1881.7613229906967,50.44117647058823,10.022058823529411,8.64752197265625,1024
4,13.484936714172363,75.936581810117,141.11726666666667,1902.9574102769852,475.7393525692463,1858.3568459736184,51.22962962962963,10.125925925925927,8.64752197265625,1024
8,13.626686096191406,150.2933277792615,165.92845588235295,2261.054982734568,282.631872841821,1104.0307532883633,50.294117647058826,12.705882352941176,8.98541259765625,2048
8,13.649933338165283,150.037362766731,166.5185620437956,2272.96727146495,284.12090893311876,1109.847300519995,50.45255474452555,12.744525547445255,8.98541259765625,2048
8,13.667966604232788,149.83940620441388,166.03122627737224,2269.309256018941,283.66365700236764,1108.0611601654987,49.91970802919708,12.583941605839415,8.98541259765625,2048
8,13.754846811294556,148.89297046320576,166.4843695652174,2289.966999844515,286.2458749805644,1118.1479491428297,50.08695652173913,12.623188405797102,8.98541259765625,2048
8,13.47501802444458,151.98495440115863,167.31254074074073,2254.5395021970994,281.8174377746374,1100.8493663071774,50.67407407407408,12.77037037037037,8.98541259765625,2048
8,13.704275369644165,149.44241448449358,166.35620437956206,2279.791234266323,284.9739042832904,1113.179313606603,50.306569343065696,12.693430656934307,8.98541259765625,2048
8,13.549874305725098,151.14531351295844,166.79151470588235,2260.004059526205,282.5005074407756,1103.5176071905298,50.455882352941174,12.720588235294118,8.98541259765625,2048
8,13.524188995361328,151.4323705992607,167.70224444444443,2268.0368488129507,283.50460610161883,1107.4398675844486,51.148148148148145,12.925925925925926,8.98541259765625,2048
8,13.543170928955078,151.22012494292673,166.74958823529414,2258.3181758034652,282.28977197543315,1102.6944217790358,50.69117647058823,12.794117647058824,8.98541259765625,2048
8,13.728907108306885,149.17429215912068,166.43600000000004,2284.984383478165,285.6230479347706,1115.7150309951978,50.12408759124087,12.635036496350365,8.98541259765625,2048
16,13.956644058227539,293.4802938952491,238.63537142857146,3330.5489387314938,208.15930867071836,813.1222994949936,76.37142857142857,23.707142857142856,9.69439697265625,4096
16,13.656771898269653,299.92446461809715,240.62824087591244,3286.204997924222,205.38781237026387,802.2961420713433,77.0,23.89051094890511,9.69439697265625,4096
16,13.588582754135132,301.42952168823854,241.40862500000003,3280.4010783744757,205.02506739840473,800.8791695250185,78.30882352941177,24.294117647058822,9.69439697265625,4096
16,13.81598424911499,296.4682013344346,236.8121086956522,3271.7923637388376,204.48702273367735,798.7774325534272,76.20289855072464,23.666666666666668,9.69439697265625,4096
16,13.535320520401001,302.61566350248876,238.62829629629633,3229.91047560759,201.86940472547437,788.5523622088842,78.76296296296296,24.42962962962963,9.69439697265625,4096
16,13.518483877182007,302.9925572433224,241.04472592592595,3258.5592411093858,203.6599525693366,795.5466897239711,78.0,24.17037037037037,9.69439697265625,4096
16,13.54648733139038,302.3662075487724,239.40425000000002,3243.086639706016,202.692914981626,791.7691991469766,78.88970588235294,24.41176470588235,9.69439697265625,4096
16,13.518943786621094,302.9822495492267,239.4970962962963,3237.7477818886086,202.35923636803804,790.4657670626486,78.08888888888889,24.20740740740741,9.69439697265625,4096
16,15.3831045627594,266.2661482465582,223.19087012987012,3433.368492661046,214.58553079131536,838.2247296535757,69.71428571428571,21.57792207792208,9.69439697265625,4096
16,13.864033222198486,295.44072308205835,237.1531510791367,3287.899165310208,205.493697831888,802.7097571558126,76.42446043165468,23.64748201438849,9.69439697265625,4096
32,14.154646873474121,578.749867321088,229.24906338028168,3244.939538222575,101.40436056945546,396.1107834744354,63.45070422535211,26.535211267605632,11.40728759765625,8192
32,14.365110874176025,570.270572343904,224.2898541666667,3221.9486230569387,100.68589447052933,393.30427527550523,62.93055555555556,26.27777777777778,11.40728759765625,8192
32,14.06353759765625,582.4992426774066,228.7058439716312,3216.413235498739,100.5129136093356,392.62856878646716,63.95744680851064,26.76595744680851,11.40728759765625,8192
32,14.231189250946045,575.6370641656263,225.03607042253518,3202.5309064723197,100.07909082725999,390.93394854398434,63.401408450704224,26.514084507042252,11.40728759765625,8192
32,14.178241968154907,577.7867254910498,226.65786619718307,3213.6100709293405,100.42531471654189,392.28638561149177,63.62676056338028,26.56338028169014,11.40728759765625,8192
32,14.235656499862671,575.4564252150244,225.95097887323945,3216.560521047164,100.51751628272388,392.64654797939016,63.352112676056336,26.450704225352112,11.40728759765625,8192
32,14.232332468032837,575.5908259169751,226.29680281690145,3220.7313341430113,100.6478541919691,393.1556804373793,63.54929577464789,26.492957746478872,11.40728759765625,8192
32,14.081247091293335,581.766653684051,228.49758156028366,3217.530905713306,100.54784080354081,392.7650031388313,64.29787234042553,26.79432624113475,11.40728759765625,8192
32,14.23972463607788,575.2920235019632,225.0734965034965,3204.984613089028,100.15576915903212,391.2334732774692,63.03496503496503,26.342657342657343,11.40728759765625,8192
32,14.088971614837646,581.447690005471,226.17854609929074,3186.623115878155,99.58197237119235,388.9920795749701,64.63120567375887,27.02127659574468,11.40728759765625,8192
64,15.592076778411865,1050.7901053107048,314.93857051282055,4910.546371919177,76.72728706123713,299.71596508295755,91.3974358974359,41.60897435897436,14.63580322265625,16384
64,15.571475505828857,1052.180314824179,305.7326346153846,4760.708231245985,74.38606611321852,290.57057075475984,90.91025641025641,41.506410256410255,14.63580322265625,16384
64,15.60220718383789,1050.1078345486885,308.57224999999994,4814.408175683021,75.2251277450472,293.8481552540906,90.55128205128206,41.34615384615385,14.63580322265625,16384
64,15.556954383850098,1053.1624375660874,309.88983974358973,4820.942100909642,75.32722032671316,294.24695440122326,91.26923076923077,41.61538461538461,14.63580322265625,16384
64,15.570908069610596,1052.2186584593803,312.525858974359,4866.311419465829,76.03611592915358,297.0160778482562,91.0,41.57692307692308,14.63580322265625,16384
64,15.617858409881592,1049.0554831534175,311.04373076923076,4857.836946435176,75.90370228804963,296.49883706269384,89.91025641025641,41.07692307692308,14.63580322265625,16384
64,15.450833797454834,1060.395847549592,316.6598903225807,4892.65933569447,76.4478021202261,298.6242270321332,91.93548387096774,42.090322580645164,14.63580322265625,16384
64,15.644788980484009,1047.2496637978381,312.3705477707006,4886.971303590811,76.35892661860642,298.2770571039313,90.10191082802548,41.17197452229299,14.63580322265625,16384
64,15.507848501205444,1056.4972954647094,314.32065161290325,4874.43704601308,76.16307884395438,297.5120267341968,91.9483870967742,41.94838709677419,14.63580322265625,16384
64,15.548421382904053,1053.7404149603697,314.1111153846154,4883.931983053996,76.31143723521869,298.091551700073,90.8974358974359,41.52564102564103,14.63580322265625,16384
